fan_id,item_type,amount
FAN_0766,Nachos,15.5
FAN_0948,Hot Dog,14.84
FAN_0436,Soda,13.05
FAN_0871,Hot Dog,8.04
FAN_0743,Nachos,16.61
FAN_0999,Soda,20.79
FAN_0956,Pretzel,8.3
FAN_0781,Soda,20.62
FAN_1159,Soda,12.6
FAN_0770,Soda,9.72
FAN_0835,Hot Dog,20.78
FAN_0304,Pretzel,8.35
FAN_0724,Nachos,9.48
FAN_0060,Beer,14.83
FAN_0966,Hot Dog,10.14
FAN_0719,Hot Dog,15.06
FAN_0717,Hot Dog,18.1
FAN_0608,Beer,10.22
FAN_0505,Soda,20.88
FAN_0250,Soda,15.08
FAN_0466,Pretzel,8.76
FAN_0498,Pretzel,17.07
FAN_0414,Nachos,10.01
FAN_0631,Hot Dog,19.9
FAN_0007,Beer,15.96
FAN_0350,Hot Dog,17.44
FAN_1049,Soda,11.17
FAN_1163,Nachos,21.62
FAN_0587,Pretzel,16.03
FAN_0165,Beer,10.39
FAN_0271,Pretzel,18.31
FAN_0051,Nachos,20.27
FAN_0039,Beer,10.94
FAN_0650,Soda,18.26
FAN_0198,Soda,9.3
FAN_0760,Soda,11.14
FAN_0083,Beer,14.39
FAN_1040,Soda,17.85
FAN_0192,Nachos,12.89
FAN_0573,Soda,14.38
FAN_0575,Nachos,18.42
FAN_1038,Beer,18.22
FAN_0806,Soda,10.09
FAN_0342,Nachos,20.21
FAN_0887,Pretzel,12.99
FAN_0424,Hot Dog,10.85
FAN_0734,Nachos,12.9
FAN_0118,Pretzel,9.42
FAN_0412,Soda,20.06
FAN_0966,Beer,17.79
FAN_1154,Nachos,20.36
FAN_0884,Hot Dog,19.36
FAN_0817,Nachos,8.08
FAN_0988,Soda,12.6
FAN_0580,Beer,12.89
FAN_0947,Pretzel,20.66
FAN_1121,Hot Dog,13.06
FAN_0824,Pretzel,13.86
FAN_0627,Beer,21.57
FAN_0270,Nachos,15.14
FAN_0509,Nachos,17.51
FAN_0741,Soda,12.5
FAN_0027,Beer,11.97
FAN_0286,Nachos,21.09
FAN_0742,Nachos,10.24
FAN_0527,Hot Dog,11.82
FAN_0021,Soda,19.49
FAN_0452,Hot Dog,21.38
FAN_0665,Soda,17.07
FAN_0666,Pretzel,10.62
FAN_0250,Beer,12.66
FAN_1009,Pretzel,19.14
FAN_1172,Hot Dog,10.63
FAN_0654,Soda,18.81
FAN_0646,Pretzel,17.18
FAN_0184,Hot Dog,14.61
FAN_0440,Nachos,13.09
FAN_0084,Soda,18.12
FAN_0520,Nachos,13.69
FAN_0344,Nachos,9.41
FAN_0592,Soda,18.54
FAN_0986,Beer,21.75
FAN_1138,Nachos,12.29
FAN_0909,Hot Dog,8.68
FAN_0162,Pretzel,9.16
FAN_0600,Nachos,14.55
FAN_0686,Nachos,16.13
FAN_0793,Soda,21.01
FAN_0554,Nachos,11.43
FAN_0712,Pretzel,19.65
FAN_1148,Beer,12.44
FAN_0774,Beer,16.65
FAN_0636,Pretzel,13.78
FAN_1160,Hot Dog,16.94
FAN_1026,Pretzel,12.35
FAN_0268,Soda,20.26
FAN_0012,Pretzel,20.32
FAN_1123,Soda,8.07
FAN_0935,Hot Dog,15.58
FAN_0647,Hot Dog,12.09
FAN_0390,Hot Dog,8.12
FAN_0310,Pretzel,14.32
FAN_0901,Soda,9.09
FAN_0264,Nachos,19.09
FAN_0875,Hot Dog,13.1
FAN_0198,Soda,15.26
FAN_1062,Soda,17.17
FAN_0373,Pretzel,19.47
FAN_0080,Pretzel,12.94
FAN_0107,Beer,15.84
FAN_0451,Beer,8.78
FAN_1115,Nachos,13.74
FAN_0115,Hot Dog,16.11
FAN_0877,Soda,10.06
FAN_0140,Beer,14.55
FAN_0361,Beer,16.72
FAN_0704,Soda,14.74
FAN_0870,Soda,9.91
FAN_0112,Nachos,15.27
FAN_0978,Nachos,14.48
FAN_0360,Hot Dog,8.6
FAN_0275,Nachos,15.0
FAN_1046,Pretzel,13.33
FAN_1120,Beer,11.62
FAN_0662,Soda,21.73
FAN_1162,Hot Dog,13.0
FAN_0045,Nachos,17.98
FAN_0567,Soda,17.07
FAN_0438,Nachos,16.21
FAN_0758,Beer,19.43
FAN_0202,Beer,14.36
FAN_0842,Soda,19.64
FAN_0759,Soda,10.14
FAN_0102,Soda,21.69
FAN_0996,Soda,20.03
FAN_0725,Beer,21.93
FAN_0859,Soda,20.54
FAN_0129,Beer,12.68
FAN_0462,Nachos,9.12
FAN_0120,Hot Dog,10.87
FAN_0124,Pretzel,15.1
FAN_1177,Soda,13.36
FAN_0223,Pretzel,15.32
FAN_0240,Pretzel,9.14
FAN_0516,Pretzel,21.22
FAN_0464,Hot Dog,8.55
FAN_0814,Hot Dog,21.49
FAN_0338,Nachos,10.71
FAN_0147,Nachos,16.22
FAN_0239,Pretzel,20.31
FAN_0947,Soda,8.34
FAN_0465,Hot Dog,18.02
FAN_0844,Soda,8.9
FAN_0158,Nachos,11.99
FAN_0866,Beer,17.36
FAN_0991,Pretzel,20.57
FAN_0402,Soda,20.28
FAN_0405,Pretzel,11.06
FAN_0197,Beer,20.89
FAN_0215,Beer,19.93
FAN_1095,Soda,20.18
FAN_1095,Pretzel,20.35
FAN_0970,Hot Dog,9.14
FAN_0089,Nachos,15.92
FAN_0283,Hot Dog,13.28
FAN_0383,Pretzel,10.67
FAN_0594,Soda,16.77
FAN_0521,Soda,8.5
FAN_0745,Pretzel,12.46
FAN_0777,Soda,20.18
FAN_0725,Beer,19.44
FAN_1157,Soda,8.79
FAN_0623,Hot Dog,19.41
FAN_0441,Hot Dog,12.22
FAN_0517,Beer,9.77
FAN_0926,Nachos,9.07
FAN_1058,Beer,15.11
FAN_1010,Soda,10.19
FAN_0525,Pretzel,15.99
FAN_0162,Soda,19.64
FAN_0885,Nachos,12.54
FAN_0792,Pretzel,20.37
FAN_1124,Nachos,16.85
FAN_0750,Nachos,20.26
FAN_0528,Soda,13.12
FAN_0834,Nachos,9.12
FAN_1143,Soda,8.61
FAN_0525,Pretzel,20.23
FAN_0265,Soda,10.88
FAN_0821,Hot Dog,18.79
FAN_0204,Nachos,10.29
FAN_0554,Pretzel,18.84
FAN_1112,Soda,9.27
FAN_0169,Nachos,11.52
FAN_0399,Pretzel,21.74
FAN_0321,Soda,14.63
FAN_0233,Hot Dog,16.36
FAN_0721,Pretzel,16.18
FAN_0715,Nachos,17.42
FAN_1051,Pretzel,16.24
FAN_1195,Nachos,20.8
FAN_0178,Hot Dog,10.36
FAN_0406,Nachos,9.47
FAN_0420,Hot Dog,20.24
FAN_1182,Beer,17.44
FAN_0544,Pretzel,21.64
FAN_0900,Nachos,14.42
FAN_0691,Pretzel,11.2
FAN_0195,Hot Dog,17.73
FAN_0103,Beer,19.11
FAN_0863,Nachos,10.9
FAN_0514,Hot Dog,14.67
FAN_0946,Soda,20.6
FAN_0174,Beer,20.09
FAN_0701,Nachos,14.74
FAN_0783,Pretzel,13.51
FAN_0589,Nachos,19.26
FAN_0538,Pretzel,14.09
FAN_0120,Nachos,21.53
FAN_0498,Pretzel,18.64
FAN_0217,Beer,18.52
FAN_0514,Beer,8.52
FAN_0621,Nachos,12.45
FAN_1136,Pretzel,16.88
FAN_0515,Nachos,9.57
FAN_0540,Hot Dog,8.82
FAN_0608,Beer,20.55
FAN_0280,Nachos,20.18
FAN_0955,Hot Dog,20.44
FAN_0773,Hot Dog,15.25
FAN_0499,Hot Dog,12.35
FAN_0894,Hot Dog,18.85
FAN_0069,Beer,20.1
FAN_1061,Beer,14.2
FAN_0648,Beer,12.66
FAN_0877,Nachos,9.81
FAN_0182,Soda,21.42
FAN_0574,Pretzel,14.41
FAN_0968,Soda,19.71
FAN_0424,Soda,11.31
FAN_0489,Soda,11.63
FAN_0502,Soda,15.79
FAN_0708,Hot Dog,13.73
FAN_0075,Soda,16.72
FAN_1010,Beer,18.45
FAN_0950,Hot Dog,16.69
FAN_0589,Soda,16.22
FAN_0698,Pretzel,20.5
FAN_1037,Nachos,14.74
FAN_0886,Beer,21.34
FAN_0765,Nachos,14.1
FAN_0699,Nachos,18.53
FAN_0713,Beer,16.42
FAN_0027,Soda,15.4
FAN_1019,Hot Dog,14.89
FAN_0116,Nachos,10.83
FAN_1074,Pretzel,20.42
FAN_1081,Nachos,14.48
FAN_0426,Nachos,17.09
FAN_0155,Nachos,20.8
FAN_0082,Beer,19.76
FAN_0081,Hot Dog,14.52
FAN_0630,Soda,16.13
FAN_1025,Pretzel,18.01
FAN_0921,Beer,15.37
FAN_0531,Soda,10.77
FAN_1169,Beer,12.67
FAN_0603,Soda,16.36
FAN_0009,Nachos,17.9
FAN_0591,Nachos,14.03
FAN_0609,Nachos,18.25
FAN_0133,Nachos,17.37
FAN_0358,Soda,13.5
FAN_1189,Hot Dog,10.49
FAN_0539,Soda,13.08
FAN_0660,Pretzel,11.37
FAN_0333,Soda,10.92
FAN_0848,Pretzel,8.1
FAN_0709,Soda,10.3
FAN_0357,Nachos,10.8
FAN_0740,Beer,14.49
FAN_0087,Beer,14.63
FAN_0026,Beer,14.47
FAN_0938,Beer,18.6
FAN_0420,Beer,20.76
FAN_1012,Beer,10.62
FAN_0341,Beer,21.57
FAN_1055,Soda,10.65
FAN_0314,Soda,19.4
FAN_1036,Beer,9.96
FAN_1003,Pretzel,12.81
FAN_1097,Nachos,15.46
FAN_0197,Hot Dog,8.97
FAN_0524,Beer,9.46
FAN_0322,Soda,17.59
FAN_0476,Soda,16.64
FAN_0077,Beer,17.43
FAN_0167,Beer,11.04
FAN_0493,Soda,14.27
FAN_0527,Hot Dog,13.3
FAN_0775,Beer,9.93
FAN_0473,Nachos,15.57
FAN_0238,Hot Dog,19.3
FAN_1107,Soda,15.96
FAN_0052,Hot Dog,8.89
FAN_0886,Nachos,8.92
FAN_0836,Pretzel,10.42
FAN_0203,Soda,18.0
FAN_1108,Nachos,12.73
FAN_1090,Soda,13.04
FAN_0421,Soda,12.79
FAN_1029,Hot Dog,14.94
FAN_0637,Nachos,11.19
FAN_0161,Soda,15.21
FAN_0900,Pretzel,16.14
FAN_0630,Beer,13.49
FAN_0242,Hot Dog,16.88
FAN_0215,Soda,13.96
FAN_1122,Nachos,19.8
FAN_0254,Beer,8.85
FAN_0925,Hot Dog,15.73
FAN_0945,Nachos,17.73
FAN_0846,Soda,14.24
FAN_0066,Hot Dog,9.63
FAN_0393,Beer,13.35
FAN_0719,Hot Dog,19.93
FAN_0671,Beer,13.35
FAN_1078,Soda,17.93
FAN_0722,Beer,10.78
FAN_0101,Soda,12.87
FAN_0561,Nachos,11.25
FAN_0175,Pretzel,14.77
FAN_0506,Soda,15.86
FAN_0855,Pretzel,17.94
FAN_0279,Pretzel,9.27
FAN_0056,Beer,9.13
FAN_0434,Beer,16.46
FAN_0273,Beer,17.26
FAN_0814,Beer,21.05
FAN_0680,Nachos,18.16
FAN_0057,Nachos,8.18
FAN_0989,Hot Dog,11.29
FAN_0542,Pretzel,20.64
FAN_0786,Soda,16.23
FAN_0511,Beer,10.08
FAN_1163,Nachos,17.21
FAN_0028,Nachos,13.41
FAN_0650,Nachos,15.33
FAN_1095,Soda,13.51
FAN_1014,Pretzel,14.34
FAN_0287,Nachos,12.75
FAN_0033,Beer,10.37
FAN_0978,Nachos,10.77
FAN_1108,Pretzel,17.59
FAN_0096,Nachos,20.85
FAN_0071,Nachos,20.98
FAN_0690,Soda,20.39
FAN_0536,Pretzel,13.96
FAN_0841,Soda,11.71
FAN_0484,Nachos,8.96
FAN_1038,Nachos,20.26
FAN_0311,Hot Dog,10.05
FAN_0873,Beer,9.27
FAN_0510,Nachos,10.77
FAN_0999,Pretzel,12.04
FAN_0834,Pretzel,21.16
FAN_1019,Soda,9.27
FAN_0237,Beer,11.06
FAN_0265,Nachos,17.46
FAN_1093,Nachos,21.52
FAN_0262,Hot Dog,18.78
FAN_0042,Pretzel,10.66
FAN_0888,Hot Dog,17.63
FAN_0951,Pretzel,21.15
FAN_0955,Hot Dog,20.29
FAN_0534,Pretzel,20.02
FAN_0419,Nachos,10.07
FAN_0538,Soda,20.78
FAN_0719,Pretzel,17.36
FAN_1135,Beer,18.09
FAN_0007,Nachos,16.26
FAN_0423,Pretzel,13.39
FAN_0909,Hot Dog,9.99
FAN_1047,Pretzel,19.39
FAN_1009,Beer,18.08
FAN_0767,Pretzel,13.07
FAN_0009,Pretzel,16.66
FAN_1160,Hot Dog,10.86
FAN_1200,Nachos,14.49
FAN_1200,Beer,9.85
FAN_0902,Beer,10.87
FAN_0321,Pretzel,8.64
FAN_0137,Soda,10.85
FAN_0197,Nachos,10.24
FAN_0927,Beer,17.08
FAN_0851,Nachos,19.61
FAN_0252,Hot Dog,10.38
FAN_0197,Soda,14.6
FAN_0988,Beer,18.27
FAN_0195,Beer,12.74
FAN_1002,Pretzel,15.97
FAN_0716,Nachos,9.17
FAN_0209,Hot Dog,11.28
FAN_0833,Nachos,10.0
FAN_1106,Nachos,18.84
FAN_1174,Soda,14.27
FAN_0602,Pretzel,17.22
FAN_0064,Beer,10.29
FAN_0096,Nachos,12.04
FAN_0323,Nachos,13.5
FAN_0111,Beer,11.07
FAN_0088,Nachos,16.7
FAN_0859,Hot Dog,8.67
FAN_0611,Pretzel,8.01
FAN_0646,Hot Dog,9.87
FAN_1165,Nachos,12.98
FAN_0494,Hot Dog,20.37
FAN_1058,Soda,13.91
FAN_0895,Beer,21.11
FAN_0491,Pretzel,8.36
FAN_0674,Hot Dog,10.27
FAN_0252,Beer,16.46
FAN_0789,Pretzel,21.21
FAN_0165,Pretzel,14.71
FAN_0580,Pretzel,11.55
FAN_0448,Hot Dog,8.86
FAN_0487,Soda,9.46
FAN_0147,Hot Dog,21.5
FAN_1171,Hot Dog,16.72
FAN_0637,Hot Dog,19.83
FAN_0745,Hot Dog,19.31
FAN_0701,Hot Dog,17.65
FAN_0671,Hot Dog,19.24
FAN_0194,Beer,11.88
FAN_0754,Beer,10.42
FAN_1111,Hot Dog,16.76
FAN_0113,Hot Dog,14.88
FAN_0389,Beer,18.27
FAN_0814,Pretzel,21.27
FAN_0534,Pretzel,17.54
FAN_0566,Beer,21.61
FAN_0694,Beer,16.3
FAN_0834,Nachos,17.67
FAN_0118,Hot Dog,19.91
FAN_0453,Pretzel,17.86
FAN_0764,Nachos,20.89
FAN_1186,Hot Dog,21.82
FAN_0987,Beer,14.53
FAN_0351,Hot Dog,20.42
FAN_0791,Nachos,9.03
FAN_0578,Pretzel,16.57
FAN_1025,Pretzel,9.82
FAN_0682,Nachos,17.99
FAN_0090,Beer,16.5
FAN_0329,Hot Dog,9.14
FAN_0634,Beer,12.31
FAN_0569,Soda,20.96
FAN_0739,Nachos,21.03
FAN_0418,Beer,8.2
FAN_0949,Hot Dog,18.85
FAN_0541,Pretzel,8.66
FAN_0361,Soda,11.28
FAN_0167,Beer,8.5
FAN_0376,Pretzel,16.4
FAN_0220,Nachos,13.13
FAN_0565,Pretzel,8.88
FAN_0289,Nachos,12.91
FAN_0309,Beer,11.52
FAN_1163,Pretzel,18.7
FAN_0881,Pretzel,13.61
FAN_1092,Beer,15.66
FAN_0611,Nachos,11.67
FAN_0128,Soda,13.92
FAN_0253,Beer,19.78
FAN_1089,Soda,11.27
FAN_1100,Hot Dog,16.42
FAN_0634,Hot Dog,10.06
FAN_1186,Nachos,12.7
FAN_0962,Beer,20.58
FAN_0185,Beer,20.4
FAN_0631,Nachos,20.08
FAN_0389,Nachos,17.17
FAN_0442,Pretzel,12.02
FAN_0800,Soda,10.29
FAN_1043,Beer,12.39
FAN_0380,Nachos,16.15
FAN_0259,Pretzel,18.85
FAN_1040,Beer,8.75
FAN_0672,Soda,17.59
FAN_0931,Beer,15.84
FAN_1095,Beer,10.98
FAN_0573,Hot Dog,10.48
FAN_0131,Nachos,19.88
FAN_0664,Nachos,21.84
FAN_1060,Soda,11.31
FAN_0592,Hot Dog,8.88
FAN_0527,Hot Dog,16.15
FAN_0098,Hot Dog,9.04
FAN_0635,Nachos,18.47
FAN_0002,Soda,11.95
FAN_0393,Pretzel,13.54
FAN_1014,Soda,20.0
FAN_0555,Nachos,9.19
FAN_0525,Beer,13.89
FAN_0627,Soda,15.74
FAN_0748,Hot Dog,16.55
FAN_0920,Hot Dog,12.45
FAN_0217,Beer,9.37
FAN_1068,Pretzel,11.42
FAN_0782,Beer,15.86
FAN_0901,Hot Dog,17.44
FAN_0455,Nachos,20.66
FAN_0767,Beer,12.95
FAN_0456,Nachos,18.15
FAN_0134,Pretzel,19.94
FAN_1063,Nachos,15.34
FAN_0836,Soda,18.83
FAN_1186,Pretzel,17.17
FAN_0433,Hot Dog,9.32
FAN_0535,Beer,19.53
FAN_0159,Pretzel,8.84
FAN_0687,Pretzel,13.46
FAN_0815,Beer,13.84
FAN_1117,Beer,21.54
FAN_0234,Hot Dog,20.4
FAN_0267,Nachos,19.34
FAN_1039,Soda,11.42
FAN_1136,Pretzel,17.94
FAN_0852,Soda,16.54
FAN_0405,Nachos,14.34
FAN_0819,Beer,15.22
FAN_0960,Hot Dog,9.55
FAN_0179,Pretzel,20.16
FAN_0631,Beer,8.9
FAN_0695,Beer,20.58
FAN_1171,Nachos,13.68
FAN_0125,Beer,10.39
FAN_0510,Nachos,9.66
FAN_0023,Beer,8.34
FAN_1035,Nachos,19.47
FAN_0549,Hot Dog,8.89
FAN_0786,Nachos,18.82
FAN_0082,Pretzel,17.52
FAN_1197,Pretzel,9.29
FAN_0574,Nachos,9.67
FAN_0199,Beer,9.64
FAN_0593,Hot Dog,9.51
FAN_0502,Hot Dog,8.77
FAN_0049,Hot Dog,20.92
FAN_0029,Hot Dog,16.79
FAN_0357,Pretzel,20.99
FAN_0700,Hot Dog,11.08
FAN_0239,Soda,14.97
FAN_0578,Hot Dog,20.84
FAN_1069,Pretzel,11.31
FAN_0950,Beer,12.66
FAN_1044,Soda,9.71
FAN_0277,Nachos,10.94
FAN_0775,Nachos,14.99
FAN_0407,Nachos,15.88
FAN_0972,Nachos,13.87
FAN_0473,Hot Dog,17.18
FAN_0241,Beer,12.07
FAN_0992,Beer,9.94
FAN_0551,Nachos,14.99
FAN_1077,Pretzel,17.46
FAN_0678,Nachos,18.07
FAN_0495,Pretzel,17.66
FAN_0829,Nachos,18.24
FAN_0485,Soda,9.52
FAN_1109,Soda,16.27
FAN_0383,Hot Dog,13.32
FAN_0937,Soda,9.47
FAN_1114,Pretzel,12.63
FAN_0408,Nachos,13.42
FAN_0398,Pretzel,14.64
FAN_1162,Beer,9.79
FAN_0279,Soda,14.86
FAN_0651,Hot Dog,9.95
FAN_0927,Beer,12.28
FAN_0876,Soda,16.8
FAN_0778,Nachos,20.37
FAN_0152,Hot Dog,20.01
FAN_0864,Beer,10.45
FAN_1175,Hot Dog,16.22
FAN_0020,Hot Dog,9.07
FAN_0322,Beer,17.55
FAN_0831,Beer,19.06
FAN_0681,Soda,10.83
FAN_0344,Soda,17.42
FAN_1115,Nachos,10.04
FAN_1011,Beer,21.68
FAN_0069,Pretzel,20.35
FAN_1095,Hot Dog,15.51
FAN_0888,Nachos,10.19
FAN_0867,Hot Dog,12.62
FAN_0072,Soda,10.74
FAN_0346,Nachos,20.16
FAN_0651,Nachos,20.24
FAN_0950,Soda,16.63
FAN_0453,Nachos,20.79
FAN_0102,Soda,17.29
FAN_0632,Hot Dog,19.7
FAN_0300,Soda,19.2
FAN_0865,Hot Dog,19.44
FAN_0376,Beer,20.65
FAN_0697,Nachos,21.65
FAN_1137,Soda,19.8
FAN_1040,Beer,16.12
FAN_0637,Soda,8.47
FAN_0946,Soda,15.22
FAN_0363,Hot Dog,10.17
FAN_0574,Beer,12.58
FAN_0542,Hot Dog,17.8
FAN_0344,Beer,13.91
FAN_0331,Nachos,13.57
FAN_0046,Pretzel,21.07
FAN_0061,Pretzel,20.52
FAN_0690,Nachos,13.17
FAN_0822,Hot Dog,9.89
FAN_0406,Beer,16.14
FAN_0655,Hot Dog,20.41
FAN_0851,Beer,8.87
FAN_0149,Pretzel,19.45
FAN_0315,Beer,18.99
FAN_0475,Soda,15.01
FAN_1114,Hot Dog,21.61
FAN_0867,Soda,21.42
FAN_1142,Nachos,20.92
FAN_0061,Nachos,8.85
FAN_0850,Pretzel,14.53
FAN_1161,Nachos,11.89
FAN_0205,Soda,14.9
FAN_0254,Hot Dog,12.19
FAN_0875,Pretzel,15.54
FAN_0118,Soda,10.67
FAN_0686,Nachos,17.24
FAN_0908,Beer,14.92
FAN_0677,Pretzel,13.41
FAN_0967,Nachos,13.45
FAN_0948,Hot Dog,18.78
FAN_1063,Hot Dog,20.58
FAN_1152,Beer,13.4
FAN_0237,Beer,21.0
FAN_1005,Pretzel,16.43
FAN_0081,Soda,16.59
FAN_0918,Beer,20.08
FAN_0434,Pretzel,18.15
FAN_0037,Hot Dog,12.14
FAN_0565,Nachos,15.57
FAN_0516,Soda,10.51
FAN_0111,Nachos,15.04
FAN_0943,Beer,15.13
FAN_0581,Soda,11.29
FAN_0191,Beer,14.92
FAN_0863,Hot Dog,12.47
FAN_0239,Beer,10.39
FAN_0521,Pretzel,14.43
FAN_0758,Nachos,18.39
FAN_0428,Hot Dog,16.89
FAN_1187,Beer,15.28
FAN_0297,Beer,15.64
FAN_0052,Soda,20.69
FAN_0267,Nachos,10.38
FAN_0544,Soda,14.28
FAN_0575,Soda,12.6
FAN_1032,Hot Dog,17.01
FAN_0287,Beer,19.65
FAN_0188,Beer,13.73
FAN_1196,Soda,18.77
FAN_0300,Pretzel,17.44
FAN_1023,Pretzel,13.22
FAN_0463,Soda,14.9
FAN_1029,Nachos,14.55
FAN_0553,Nachos,10.37
FAN_0617,Beer,8.31
FAN_1133,Beer,10.62
FAN_0504,Pretzel,14.73
FAN_0499,Soda,9.03
FAN_0924,Beer,20.55
FAN_0684,Pretzel,13.13
FAN_0139,Pretzel,17.06
FAN_1116,Beer,18.32
FAN_0267,Nachos,17.4
FAN_0949,Nachos,21.76
FAN_0416,Pretzel,19.12
FAN_0004,Soda,15.74
FAN_0676,Pretzel,15.35
FAN_0720,Hot Dog,16.07
FAN_0927,Soda,8.83
FAN_0240,Pretzel,10.14
FAN_0144,Pretzel,11.19
FAN_0254,Pretzel,11.79
FAN_0454,Nachos,18.1
FAN_0746,Soda,9.45
FAN_0283,Nachos,8.86
FAN_0051,Nachos,15.64
FAN_0082,Soda,20.05
FAN_1164,Pretzel,8.6
FAN_1014,Soda,19.45
FAN_0237,Beer,11.9
FAN_0192,Pretzel,21.59
FAN_0192,Nachos,9.71
FAN_1114,Nachos,8.21
FAN_1146,Pretzel,18.01
FAN_0269,Beer,20.63
FAN_0241,Beer,12.94
FAN_0848,Nachos,11.8
FAN_0456,Beer,8.4
FAN_0849,Nachos,17.48
FAN_1003,Nachos,13.64
FAN_0702,Soda,12.03
FAN_0923,Soda,15.57
FAN_0108,Hot Dog,13.82
FAN_0575,Beer,14.08
FAN_0467,Soda,13.56
FAN_0977,Nachos,10.55
FAN_1185,Soda,16.35
FAN_0091,Pretzel,21.36
FAN_0601,Pretzel,8.29
FAN_0764,Beer,18.62
FAN_0067,Soda,15.63
FAN_0449,Beer,15.6
FAN_1153,Pretzel,9.83
FAN_0117,Soda,21.83
FAN_1139,Nachos,13.54
FAN_0081,Beer,14.38
FAN_1079,Beer,21.18
FAN_0096,Hot Dog,10.48
FAN_0159,Hot Dog,8.79
FAN_0991,Beer,17.88
FAN_0303,Hot Dog,21.89
FAN_0833,Pretzel,18.21
FAN_0726,Beer,19.5
FAN_0203,Beer,8.0
FAN_0859,Beer,19.36
FAN_0333,Soda,21.85
FAN_0630,Beer,15.64
FAN_0689,Hot Dog,9.89
FAN_1045,Nachos,17.1
FAN_0691,Soda,11.83
FAN_0784,Pretzel,11.7
FAN_1145,Pretzel,8.78
FAN_0643,Nachos,18.63
FAN_0609,Hot Dog,21.78
FAN_0852,Nachos,19.58
FAN_0843,Hot Dog,15.63
FAN_0208,Pretzel,19.62
FAN_0212,Hot Dog,10.83
FAN_0547,Hot Dog,8.18
FAN_0486,Pretzel,11.66
FAN_0913,Nachos,14.97
FAN_0741,Nachos,10.73
FAN_0982,Soda,12.64
FAN_1006,Beer,13.94
FAN_1176,Nachos,13.37
FAN_0419,Hot Dog,14.67
FAN_0792,Beer,10.59
FAN_0133,Pretzel,18.04
FAN_0316,Pretzel,17.12
FAN_0868,Hot Dog,13.88
FAN_0281,Hot Dog,17.36
FAN_0683,Pretzel,21.83
FAN_0655,Beer,12.55
FAN_1015,Soda,11.99
FAN_0430,Beer,8.26
FAN_0999,Pretzel,18.65
FAN_0611,Soda,11.26
FAN_0501,Nachos,9.6
FAN_1198,Hot Dog,11.38
FAN_0505,Beer,19.12
FAN_0451,Beer,8.05
FAN_0947,Pretzel,14.45
FAN_0425,Soda,8.87
FAN_0214,Nachos,10.28
FAN_0157,Nachos,20.43
FAN_0096,Hot Dog,18.15
FAN_0042,Hot Dog,21.53
FAN_0413,Soda,13.38
FAN_0416,Pretzel,12.92
FAN_1042,Pretzel,20.92
FAN_0477,Hot Dog,20.25
FAN_0133,Hot Dog,20.62
FAN_0931,Beer,21.09
FAN_0156,Pretzel,19.77
FAN_1107,Soda,17.2
FAN_0117,Pretzel,16.03
FAN_0001,Hot Dog,10.15
FAN_0628,Hot Dog,20.05
FAN_0603,Soda,19.82
FAN_0989,Nachos,21.34
FAN_0091,Hot Dog,17.26
FAN_0527,Pretzel,12.43
FAN_0449,Soda,13.39
FAN_0677,Soda,11.37
FAN_0586,Soda,14.75
FAN_0808,Hot Dog,21.63
FAN_0837,Beer,13.01
FAN_1163,Nachos,14.79
FAN_0038,Pretzel,8.81
FAN_0621,Beer,12.0
FAN_0912,Hot Dog,8.71
FAN_0606,Nachos,15.95
FAN_0416,Pretzel,10.8
FAN_0479,Nachos,10.93
FAN_0976,Hot Dog,14.54
FAN_0639,Soda,15.07
FAN_0074,Hot Dog,21.88
FAN_0687,Pretzel,15.07
FAN_0220,Beer,19.52
FAN_0088,Pretzel,18.95
FAN_0002,Nachos,10.51
FAN_0200,Nachos,20.96
FAN_0432,Hot Dog,12.36
FAN_1008,Hot Dog,19.43
FAN_0837,Nachos,10.96
FAN_0098,Hot Dog,13.91
FAN_0510,Nachos,17.52
FAN_1106,Hot Dog,10.0
FAN_0927,Pretzel,16.54
FAN_0980,Pretzel,15.27
FAN_0605,Beer,11.69
FAN_0107,Beer,8.62
FAN_0246,Hot Dog,21.4
FAN_0584,Nachos,11.88
FAN_0367,Pretzel,11.82
FAN_0194,Hot Dog,8.21
FAN_0331,Soda,19.99
FAN_0811,Hot Dog,13.13
FAN_0978,Beer,15.13
FAN_0915,Soda,12.16
FAN_1163,Soda,12.54
FAN_0231,Soda,9.97
FAN_0316,Soda,17.14
FAN_0251,Pretzel,18.86
FAN_0892,Soda,13.76
FAN_0943,Beer,18.54
FAN_0599,Soda,18.79
FAN_0697,Beer,12.54
FAN_0630,Beer,15.56
FAN_1040,Hot Dog,15.98
FAN_0388,Beer,21.4
FAN_0173,Beer,16.25
FAN_0108,Hot Dog,9.77
FAN_0565,Soda,18.54
FAN_1059,Hot Dog,12.81
FAN_0452,Hot Dog,9.87
FAN_0361,Hot Dog,8.76
FAN_1011,Nachos,21.24
FAN_0439,Beer,18.61
FAN_0384,Soda,15.57
FAN_0566,Nachos,21.94
FAN_0402,Pretzel,19.89
FAN_0046,Soda,10.25
FAN_0436,Soda,20.81
FAN_0600,Soda,19.04
FAN_1125,Hot Dog,11.5
FAN_0017,Beer,10.05
FAN_0712,Pretzel,12.45
FAN_0666,Nachos,18.58
FAN_0427,Hot Dog,13.95
FAN_0238,Pretzel,15.44
FAN_0383,Beer,19.09
FAN_0231,Nachos,12.55
FAN_0113,Beer,14.28
FAN_0748,Beer,13.9
